id;book;text;audiofile
138;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Ирон ад?мы традицион б?р?фгб?тт? иууылд?р ар?зт цыдысты уыцы иухуызон ф?ткыл: ритуалон архайд, куывд, хъ?лдз?г хиирх?фс?н хъ?зтыт?, зарджыт?, к?фтыт?.;9cl_138.mp3
139;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Б?р?гб?тты ф?тк ?м? ?гъд?утты ирд?й зыны, ад?ймаг амондджын цардм?, хъ?здыг, б?ркадджын тылл?г райсынм?, фос бир? к?нынм? к?й тырны, уыцы хъуыды.;9cl_139.mp3
140;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Б?р?гб?тты алы кары ад?м к?й архайдтой, уый фидар кодта ?м? к?ны ф?лт?рты ?хс?н бастдзинад.;9cl_140.mp3
141;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Хон?м у? Уациллайы куывдм?!;9cl_141.mp3
142;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Хъ?у?й быдырм? Ад?м ивылынц, ?м? айхъуысы Дард с? цины хъ?р. М?н?у, зад м?н?у, Дымг? банкъусы, ?фсир хъал з?нгтыл Акъул, аз?бул.;9cl_142.mp3
143;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Ирон мифологийы Уацилла (дыгуронау – Уа- целла) у ад?мы уарзонд?р дзу?ртт?й иу, арвн?рды бардуаг, тылл?гыл ауд?г дзуар. Тылл?джы бардуаг к?й у, уым? г?сг? й? хонынц Хоры Уацилла д?р. Ирыстоны з?ххыл ын ис цалд?р кув?ндоны. С? с?йрагд?р у Тбау-Уациллайы кув?ндон Д?ргъ?всгомы.;9cl_143.mp3
144;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уациллайы б?р?гбон алы ран д?р в?ййы хурх?т?ны м?йы (июны), хосг?рд?нты разм?. Б?р?гбонм? сц?тт? к?нынц бир? кувин?гт?. ?н?м?нг ск?нынц ?рт?дзыхонт?.;9cl_144.mp3
145;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Дзуары л?гт? Уациллай? ф?курынц б?ркадджын хор?рзад ?м? хорз фадат тылл?г бафснайын?н. Уациллайы номыл акусарт к?нынц, дзуары л?гт? рагацау к?й равзарынц, ах?м нывонд, ар?хд?р – гал. Иу?й-иу к?мтты йын нывонд?н ?рг?вдынц урс н?л фыс к?н? с?гъ.;9cl_145.mp3
146;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уациллай?н ма ф?кувынц, хус р?ст?г к?н? къ?вдат? ?г?р куы ныдд?ргъв?тин в?ййынц, у?д.;9cl_146.mp3
147;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уацилла! Хорд?тт?г д? ?м? н? хор ?м? цард?й бафсад! Уацилла хъ?здыг комы хуым куы кодта, Ф?лв?ра галт?р?г куы уыдис, Мыкалгабыр – мыггагтау?г, Уастырджи б?рзонд?й куы кастис, гъе у?д цы хор ?рзадис, уыцы хор кув?г дзылл?й?н ?рзайын к?н!;9cl_147.mp3
148;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;?рзад, ?рзад н? тылл?г, Сыгъд?г дзу?ртт?н – кувинаг, ?мбис?ндт?н – дзуринаг. Фыдуаний? – ?н? х?с. Н?рг? Елиа – н? з?хг?с,;9cl_148.mp3
149;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;"Алардыйы кув?ндоны цъ?х ф?зы куывддзаут?й фезм?л?н нал уыдис. Дзуары л?г Дзамболат кув?г ад?мы рухс Алардыйыл ф?дз?хста. Урс б?мб?джы тыхт?й й?м цы мысайн?гт? л?в?рдтой, уыдон дзуары сыгъз?рин т?б?гъы ?фснайдта. Уалынм? кусартг?нджыт? с? куыст фесты. Нывонд у?рыччыты нард фыд ц?нг?т агты
бафтыдтой. Уазал суадоны дон?й с? къухт? ?р?хсадтой, ?м? у?д уаз?г?й, фысым?й,
чызг?й, л?ппуй?, с? с?ргъы Дзамболат, афт?м?й, д?ларм-у?ларм х?цг?, куывддон
б?ласы алыварс д?рдтыл н?ртон симды бацыдысты.";9cl_149.mp3
150;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;?фсати ирон мифологийы ?вдыст ц?уы урс даргъзачъеджын з?ронд л?джы хуызы, бады б?рзонд хохы с?р ?м? уырдыг?й ф?лг?сы хъ?ддаг ц?р?гойты ?н?ным?ц р?гъ?утт?м.;9cl_150.mp3
151;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Инн? з?дт? ?м? дауджыт?й хъауджыд?р ?фсатийы номыл кув?ндон н? уыдис.;9cl_151.mp3
152;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Ацы бардуаг?н с?рмагонд куывдт? н? кодтой. Ф?л?-иу цуан?тт? с? балцы разм? куывтой ?фсатим? ?м? дзы куырдтой, ц?м?й сын й? фосы р?гъ?утт?й хай бак?на.;9cl_152.mp3
153;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Нарты гуыппырсарт? ?мбырд?й бадтысты. Т?рхон кодтой с? дзылл?йы царды уагыл.;9cl_153.mp3
154;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;– Нарт Нарт у?д уыдысты, арв с? н?рын у?д н? у?ндыди, ?м? м?лын куы зыдтой с? дзылл?йы с?рыл, алчи с? х?цын куы ф?р?зта й?хиуыл.;9cl_154.mp3
155;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Нарт Нарт у?д уыдысты, ?м? н?ртон ад?ймаг р?стдзинад йедд?м? куы ницы дзырдта.;9cl_155.mp3
156;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Н? дзылл? дзылл? у?д уыдысты, ?м? с? с?р с?рм? куы хастой, – афт? радзырдта Нарты ?мбырды иу хист?р.;9cl_156.mp3
157;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;– Ад?м х?л?г у?д кодтой Нартм?, с? хорзы кой дардм? у?д хъуысти Нарт?н, с? гуыбыныл х?цын куы ф?р?зтой, нозт?й с?хи куы хъахъхъ?дтой, ронг?й с? б?рц куы зыдтой, – афт? загъта дыккаг хист?р.;9cl_157.mp3
158;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;– Н? ад?м ад?м у?д уыдысты, ?м? к?ст?р хист?ры куы нымадта, кад ын куы л?в?рдта, к?р?дзим? куы хъуыстой, – афт? загъта ?ртыккаг хист?р.;9cl_158.mp3
159;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Бир? нын ц?рат, н? буц хист?рт?, У? фарн?й ф?рнджын – ирон х?дз?ртт?. Сымах?й ц?уынц н? хорз к?ст?рт?м Хъ?батырдзинад, р?сугъд ?гъд?утт?.;9cl_159.mp3
160;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Иу л?ппу быдта т?скъ. У?д ?й й? з?ронд фыд ф?рсы: – Л?ппу, уыцы т?скъ ц?м?н бийыс, т?скъхъуаг куы н? ст?м?;9cl_160.mp3
161;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;– Ацы т?скъ ?з бийын д?у?н. Куы й? ф?уон, у?д д? уым с?в?рдзын?н ?м? д? къул?й атулдзын?н.;9cl_161.mp3
162;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;– Хорз, м? хур, хорз. Ф?л?-иу ?й уый ф?ст? бав?р. Уым?н ?м? ды куы баз?ронд уай, у?д д? фырты д?р бахъ?удз?нис, – загъта фыд.;9cl_162.mp3
163;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Л?ппу ахъуыды кодта й? фыды ных?стыл ?м? й? т?скъ бийын ныууагъта.;9cl_163.mp3
164;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Хъороты Егор (ирон) ф?цардис 157 азы. Архайдта цалд?р х?сты. Куыста уырыссаг ин?лар Ермоловм?.;9cl_164.mp3
165;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Томас Парр (англисаг) ф?цардис 152 азы. Дыккаг хатт ракуырдта ус 120-аздзыд?й ?м? йын райгуырдис фырт. Уый та ф?цардис 123 азы. Томас Парры р?ст?г к?р?дзи раивтой 10 къаролы.;9cl_165.mp3
166;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Фома Корней (англисаг) аргъуаны чингуыт?м г?сг? ф?цардис 207 азы.;9cl_166.mp3
167;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Янош Ровен (венграг) амардис 172-аздзыд?й, й? ус та – 164-аздзыд?й. Иум? ф?цардысты 147 азы.;9cl_167.mp3
168;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Акаф?м, азар?м хъ?лдз?г?й иум?!;9cl_168.mp3
169;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;У? т?хг?-н?рг? сыгъз?рин Уастырджи! Хуыцау?й – ирон ад?мм?, ирон ад?м?й – Хуыцаум? – дыуу?рд?м мин?вар д?, ?м? н? й? аудындзинад?й хайджын к?н. Н? к?ст?рт? – де уаз?г! Фыдбылыз?й с? бахиз!;9cl_169.mp3
170;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Иу ах?мы Уастырджи й?хи у?ларв?й рауагъта й? урс б?хыл ?м? зылдис ад?мтыл. Иу ран ф?ндагыл м?гуыр л?г суг ф?ц?йласта, ?м? й? дзоныгъ асастис цъыфы. Й? бон ?й н? уыдис с?ппарын ?м? ацыдис хъ?ум? ?ххуысагур. Галты ?д суг уым ныууагъта ?м? загъта: «Уастырджи, д? ф?дз?хст ф?у?нт м? галт?!» Л?г куы ф?аууон ис, у?д Уастырджи дзоныгъ ног фестын кодта ?м? йыл галты сифтыгъта. М?гуыр л?г куы разд?хтис, у?д дын й? галт? ног дзоныгъыл сугт? амад?й раласынц. Л?г тынг бацин кодта.;9cl_170.mp3
171;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уастырджи дардд?р ацыдис. Иу м?гуыр л?г?н й? хъ?бул у?ззау ф?рынчын ис. Уастырджийы дзуары бон уыдис, ?м? л?г тыхстис: й? кус?рттаг х?рн?г?н ныууадза ?ви б?р?гбон?н. У?д ?м Уастырджи бацыдис з?ронд л?джы хуызы ?м? йын арф? ракодта. Л?г уаз?джы мид?м? бакодта.;9cl_171.mp3
172;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Фысым дзуры: – Уаз?г, ма мыл ф?худ. Иу?й абон Уастырджийы кув?н бон у, инн?м?й та м? хъ?бул у?ззау рынчын у, ?м? цы к?нон, уый н? зонын.;9cl_172.mp3
173;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уастырджи загъта: – Д? дзуар?н кув, рынчын?н ма т?рс!;9cl_173.mp3
174;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Фысым скъ?тм? ныууадис кус?рттагм?. У?дм? Уастырджи рынчыныл бафу кодта, ?м? л?ппу й? фыды разм? худг? рауадис. Фысым дисы бафтыдис ?м? загъта: – Сыгъз?рин фест, Л?гты дзуар, м?гуыр ад?мы ?ххуысг?н?г!;9cl_174.mp3
175;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Цым? мит ц?м?н у, м? хур, урс? – Бафарста й? фырты фырты ус. – Цъ?х куы уа, у?д ?й х?рдз?ни б?х, Зым?джы ныббыгъд?г уыдз?н з?хх.;9cl_175.mp3
176;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Урс мит?й та – урс къорит? скодтон! Урс митыл та – къахдзоныгътыл згъордтон! – Зондджын мын д?! – бацин кодта ус. Л?ппу худг? аныхта й? хъус.;9cl_176.mp3
177;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Тар хъ?ды ц?ры т?рхъус, Зым?джы бынтон ысурс. Хъуам? миты хуыз?н уа ?м? мак?м? зына. Ф?л? з?хх нырма у сау. Мит куынн? рауарыд? Ау? Ма бад, зым?г, гъей, ?нцад! Фурды арф?й раскъ?ф уад! Уадз ?м? ?хситт к?на, Арв?й з?хм? мит к?ла, Т?рхъус сул?фдз?ни у?д, Нал к?ндз?ни сагъ?с, м?т.;9cl_177.mp3
178;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Д?рдтыл м? ах?ссы м? з?рд?, К?ц?й н? рак?сын, цы къуым?й, Ф?л? дзы не ссарын хуызд?рт?, М? фыд цы б?сты райгуырд, уым?й.;9cl_178.mp3
179;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Иум?йаг у з?хх;9cl_179.mp3
180;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Фыд?лт?й чи н? у с?рыстыр! С? цыт?й чи н? у ныфсджын! Цы хох, цы быдырты цыдысты, К?м-иу ?вз?рстой цинт?, зын, Ф?рнджын у уыцы з?хх, ф?рнджын. ?з д?р ыл барджын?й ц?уын.;9cl_180.mp3
181;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;К?сын, к?сын ?з р?ст?г?н й? с?рты. Уынын, куыд ивы ног?й-ногм? дуг. Й? з?лдаг тын куыд ныв?нды, куыд з?ры Сызгъ?рин хур ф?рныг з?ххыл р?сугъд.;9cl_181.mp3
182;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Н? ф?стаг?тт?! Не ’рц?удзыст?м мах Сымахм? ник?д, ф?л? уын ф?дз?хс?м: Рох ма к?нут у? фыд?лты г?нах, У?д у?м с? фарн ?рц?удз?ни, ?рц?удз?н.;9cl_182.mp3
183;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;?з сыссадтон фыд?лты хъама дурыл Налхъуыт-налмасау, калы уый т?м?н. Ф?л? й? ныр куы нал сауыгътон къулыл, – ?з хъахъхъ?нын м? райгуыр?н б?ст?.;9cl_183.mp3
184;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Фыд?й-фыртм? цыдис уый къух?й-къухм?, Ф?лт?рт? уым?й хъахъхъ?дтой с? цард. Б?ллыдысты иу мах ыстыр ?нусм?, О, уый с?рв?лтау цас тугт? ныккалд!;9cl_184.mp3
185;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уый раджы уыди, незаманты, раджы... М?йдар ?хс?вау талынг уыд н? з?хх. ?рм?ст-иу ?м дыдзы рухс дардтой арв?й Ыстъалыт?. Н? бон уыд, н? – ?хс?в, Н?д?р ф?зз?г, н?д?р зым?г, н? – уалдз?г. Н?д?р к?рд?г, н?д?р б?лас, н? – хъ?д, Л?ууыдысты ?гомыгхуыз?й х?хт?. ?г?рон ф?зт?, денджызт? – ?дз?м, Цыма ?нуст?м баисты фын?й...;9cl_185.mp3
186;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Ф?ллад б?лцц?тт? иск?д бон, мыййаг, Куы сф?нд к?ной б?рзондд?р хохм? схизын, Ысхондз?н с? м? къахв?ндаг, м? таг У?д ацы ’фц?гм?, дардд?р та – с?хи зын.;9cl_186.mp3
187;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Колумбы цард у тынг цымыдисаг. Уый райгуырдис 1451 азы октябры к?рон Генуяйы. Й? фыд уыдис м?гуыр къуымбилгуыстг?н?г. ?рыгон?й Колумб ахуыр кодта географи ?м? навигаци. Йе стырд?р б?ллиц та уыдис дард балцыты ац?уын.;9cl_187.mp3
188;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;80 азты Христофор ракуырдта Филипп? Мунисы. Уый уыдис португайлаг науы хицауы чызг. Христофоры каис ар?х цыдис денджызон балцыты ?м?-иу таур?гът? кодта ?нахуыр б?ст?ты тыхх?й.;9cl_188.mp3
189;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;?рыгон португайладжы ф?ндыдис Индим? денджызон ф?ндаг байгом к?нын. Уыцы р?ст?г сурз?ххыл Индим? ф?нд?гт? с?хг?дта Осмайнаг импери. Колумб Португалийы къарол?й куырдта наут?, ф?л? йын с? уый н? радта.;9cl_189.mp3
190;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Христофорыл бауу?ндыдысты испайнаг къарол Фердинанд ?м? й? ус Изабелл?. Уы- дон денджыздз?у?г?н радтой 3 науы: «Нинья», «Пинт?» ?м? «Санта Мария». Денджызон балц ?нцон к?д в?ййы! Иу р?ст?джы дымг? нал кодта, ?м? наут? ?рл?ууыдысты.;9cl_190.mp3
191;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Б?лцц?тты нал уырныдта, искуы ма с? х?дз?рттыл с?мб?лдзысты, уый. 1492 азы 12 октябры нау «Пинт?»-й? райхъуыст г?рах: матрос Родриго де Триан федта з?хх. Уый уыдис Америк?йы б?ст?.;9cl_191.mp3
192;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Колумб ?рхызтис з?хм?, й? зонгуытыл ?рл?ууыдис ?м? скуыдта. «Ам?й ф?ст?м? ацы змис, пальм?т?, къ?дз?хт?, тутит? ?м? б?гън?г тардз?сгом ад?м уыдзысты Испанийы къаролы къухы», – загъта зындгонд денджыздз?у?г.;9cl_192.mp3
193;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Колумб ф?ст?м? куы ?рызд?хтис, у?д ын скодтой диссаджы кад: Изабелл? ?м? й? Фердинанд с? фарсм? сбадын кодтой.;9cl_193.mp3
194;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Христофор Колумб амардис 1506 азы 20 майы. Й? ф?стаг ных?ст? уыдысты: «Хуыцау, д? къухт?м д?ттын м? уд».;9cl_194.mp3
195;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;К?нын хъуыды, м?н?н ц?уыл у зарг?, Н? цард ныр д?р ма а з?ххыл цы халы. Н?у арвыл мах?н рухс хурз?рин уарг?, Сты иум?йаг н? хур, н? м?й, ыстъалы.;9cl_195.mp3
196;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;?рцыдт? н?м уалдз?г, Д? бон?й уай, уаст?н! Н? уарзонд?р уаз?г, ?нхъ?лм? д?м каст?н. Н? уалдз?г, д? ф?рцы ?гас дуне райхъал. ?нусон цъ?х ?рдзы Р?сугъд фынт? райхал.;9cl_196.mp3
197;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;"Уалдз?г... Б?ст? зынг фестад. Хур арвы аст?у х?тын систа. З?хх й? риу у?лгомм? ф?зылдта. Б?ст? к?рд?г?й цъ?х сг?лладау с?рттывта. Алы ц?р?г удгоймаг райгас. М?ргът? зарыдысты. Дз?бидырт? хохы фид?ртт?м ссыдысты, хъал ц?ст?нгас
л?в?рдтой. Б?л?ст? сыфт?рт?й с?хи сф?лыстой. Хурыск?с?ны дымг? фаг ул?фыд,
?м? йын б?л?ст? ф?лм?н хъырныдтой. Ад?м ?рн?джыт?м рацыдысты, уалдзыгон
куыстыт? кодтой. Алы къуыбырт?й фыйй?утты зар?г к?мтт? арыдта. Иу дзырд?й,
б?ст? б?р?гбон кодта. Ад?м хъ?лдз?г уыдысты...";9cl_197.mp3
198;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;?з уарзын, з?рд?рухс куы в?ййы ныййар?г, Й? къ?бицы бир? куы в?ййы б?ркад. Й? ф?рнджын х?дзар?й куы ф?хъуысы зар?г, Куы в?ййы с?рыстыр й? ц?у?т?й мад.;9cl_198.mp3
199;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;К?м?й ферох уа райгуыр?н х?дзар, Уый не ’рымысдз?н райгуыр?н хъ?уы д?р, ?м? й? дард ф?хаста, з?гъг?, цард, У?д не стыхсдз?н, Фыдыб?ст?, д?уыл д?р! К?м? н? ф?каст мады ’хсыр х?рзад, Уый ад?м?н н? ф?л?удз?ни дзагдар. К?м?н н?у адджын мад?лон ?взаг, Уый никуы уарздз?н иск?йы ?взаг д?р.;9cl_199.mp3
200;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Ныууагътой мын м? фыд?лт? ?взаг – М? ис, м? бон, м? царды рухс х?зна. ?м? йыл никуы сивдзын?н м? з?рд?. М? з?рд?й?н й? уадындзт? – й? з?лт?.;9cl_200.mp3
201;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;М? ном хуыйны Кристин?.;9cl_201.mp3
202;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;?з ахуыр к?нын 43-?м скъолайы, 9-?м къласы. ?з д?н ирон чызг.;9cl_202.mp3
203;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уарзын ?м? зонын м? мад?лон ?взаг.;9cl_203.mp3
204;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;З?рдиаг?й й? ахуыр к?нын.;9cl_204.mp3
205;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Ирон ?взаг ?м? литератур? н?м в?ййы къуыри цыппар хатты.;9cl_205.mp3
206;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;М? з?рд?м? тынгд?р ц?уынц литератур?йы урокт?. Н? ахуырг?н?г Тыбылты З?лин? нын радзуры тынг цымыдисаг хаб?ртт? фысджыты цард?й.;9cl_206.mp3
207;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уый н? ахуыр к?ны литературон уацмыст? ?взарыныл (анализировать). Ар?х сараз?м дискуссит?, викторин?т?, ?рбахон?м зындгонд фысджыты.;9cl_207.mp3
208;БОЛЛОТЫ ЛЕН?ИРОН ?ВЗАГ 9 класс;Уыдон нын радзурынц се сф?лдыстады (творчество) тыхх?й. ?з уарзын ирон ?мдз?вг?т? к?сын.;9cl_208.mp3
